499,27,2
500,81,13
501,42,2
502,63,4
503,26,4
504,73,12
505,67,3
506,55,5
507,31,7
508,62,13
509,28,11
510,62,3
511,31,14
512,82,9
513,6,10
514,65,1
515,22,4
516,85,7
517,5,9
518,55,14
519,24,11
520,99,12
521,44,5
522,83,12
523,26,6
524,39,13
525,6,9
526,14,3
527,84,14
528,35,8
529,91,13
530,83,2
531,89,10
532,81,3
533,70,6
534,69,13
535,65,13
536,71,12
537,51,11
538,20,9
539,49,8
540,87,8
541,11,1
542,46,3
543,63,7
544,9,11
545,63,8
546,80,14
547,35,10
548,43,11
549,75,4
550,42,3
551,45,2
552,13,14
553,63,1
554,13,7
555,42,4
556,99,13
557,18,10
558,61,6
559,72,14
560,22,8
561,18,5
562,52,9
563,45,14
564,64,5
565,1,14
566,90,8
567,34,12
568,29,2
569,87,5
570,16,14
571,43,9
572,22,11
573,80,14
574,50,3
575,81,10
576,58,9
577,50,6
578,67,2
579,36,7
580,19,13
581,20,1
582,57,4
583,41,14
584,6,10
585,66,11
586,34,10
587,35,5
588,13,2
589,97,12
590,96,9
591,92,13
592,100,9
593,79,6
594,2,1
595,98,6
596,9,10
597,40,1
598,33,6
599,28,8
600,89,13
601,28,5
602,15,9
603,93,1
604,34,1
605,3,13
606,99,6
607,64,10
608,62,3
609,64,1
610,26,9
611,23,9
612,78,1
613,89,13
614,48,10
615,17,1
616,12,5
617,64,1
618,75,8
619,70,10
620,68,8
621,36,2
622,33,3
623,41,8
624,16,3
625,97,8
626,27,13
627,24,12
628,54,9
629,86,2
630,77,13
631,78,6
632,22,6
633,33,1
634,85,7
635,98,5
636,16,13
637,23,1
638,14,5
639,1,8
640,84,14
641,58,13
642,39,5
643,15,13
644,27,7
645,53,9
646,11,11
647,29,6
648,58,7
649,2,12
650,45,2
651,75,8
652,55,6
653,76,1
654,94,10
655,79,10
656,36,11
657,67,4
658,97,14
659,78,5
660,64,8
661,77,5
662,98,2
663,57,11
664,71,7
665,72,9
666,84,6
667,66,11
668,77,3
669,23,5
670,66,4
671,12,11
672,23,7
673,62,10
674,41,5
675,93,3
676,29,8
677,99,14
678,55,5
679,62,14
680,22,2
681,67,8
682,87,11
683,52,7
684,40,5
685,34,4
686,29,13
687,77,5
688,95,2
689,34,8
690,22,3
691,9,13
692,12,2
693,25,4
694,8,5
695,68,1
696,78,3
697,44,2
698,38,5
699,6,11
700,76,5
701,75,5
702,9,5
703,51,2
704,18,8
705,6,9
706,66,9
707,87,9
708,76,3
709,94,3
710,51,4
711,18,9
712,1,7
713,21,14
714,71,6
715,32,12
716,91,11
717,69,6
718,54,4
719,52,11
720,12,13
721,29,11
722,68,13
723,5,4
724,12,2
725,45,13
726,48,1
727,37,5
728,12,3
729,73,4
730,17,1
731,32,2
732,51,5
733,68,10
734,49,14
735,13,11
736,38,14
737,85,3
738,24,8
739,40,1
740,96,11
741,27,5
742,11,9
743,85,14
744,36,3
745,8,8
746,97,6
747,70,6
748,30,9
749,84,10
750,97,13
751,23,12
752,86,3
753,5,4
754,42,4
755,12,13
756,98,4
757,95,12
758,28,11
759,37,5
760,77,13
761,20,8
762,69,5
763,82,8
764,26,13
765,50,13
766,6,8
767,99,4
768,64,7
769,79,4
770,72,5
771,9,8
772,13,8
773,26,12
774,51,12
775,77,14
776,74,2
777,63,9
778,34,8
779,54,7
780,58,12
781,26,13
782,68,11
783,99,7
784,67,9
785,56,9
786,30,5
787,88,12
788,26,1
789,83,14
790,23,5
791,67,5
792,23,4
793,82,4
794,79,3
795,40,9
796,81,14
797,58,8
798,82,13
799,33,9
800,38,3
801,75,4
802,14,12
803,64,4
804,68,10
805,40,2
806,19,2
807,1,7
808,97,10
809,91,5
810,98,8
811,43,1
812,43,1
813,52,4
814,95,1
815,48,6
816,70,14
817,52,7
818,34,10
819,70,1
820,42,11
821,48,7
822,90,6
823,57,4
824,33,9
825,84,8
826,27,6
827,60,3
828,61,1
829,28,6
830,48,5
831,7,12
832,77,9
833,92,9
834,55,7
835,67,4
836,92,14
837,38,4
838,24,12
839,99,8
840,18,2
841,20,8
842,47,8
843,13,4
844,55,3
845,19,1
846,77,3
847,89,1
848,78,14
849,57,3
850,56,2
851,19,8
852,70,10
853,47,12
854,19,5
855,66,1
856,24,4
857,83,13
858,76,2
859,47,2
860,33,12
861,13,7
862,48,13
863,24,5
864,63,2
865,28,7
866,8,11
867,73,10
868,89,8
869,46,1
870,25,5
871,59,1
872,98,3
873,89,13
874,28,7
875,39,3
876,95,9
877,16,7
878,25,2
879,38,14
880,72,14
881,74,3
882,7,10
883,57,9
884,89,9
885,7,11
886,21,2
887,36,10
888,62,3
889,27,3
890,63,1
891,50,4
892,26,6
893,39,10
894,13,10
895,60,5
896,78,7
897,75,11
898,33,6
899,73,6
900,38,2
901,19,6
902,61,4
903,50,5
904,86,9
905,71,6
906,85,9
907,20,5
908,41,5
909,66,13
910,57,10
911,36,12
912,5,5
913,45,3
914,38,3
915,55,7
916,92,7
917,26,9
918,28,4
919,98,13
920,24,6
921,17,9
922,37,5
923,80,9
924,58,3
925,27,1
926,97,4
927,94,14
928,48,12
929,40,6
930,50,2
931,97,14
932,39,3
933,75,14
934,70,4
935,28,4
936,76,5
937,63,3
938,45,12
939,48,1
940,35,12
941,97,11
942,2,11
943,97,1
944,46,11
945,57,13
946,16,1
947,69,13
948,22,11
949,27,1
950,11,9
951,33,8
952,49,7
953,41,6
954,58,14
955,12,14
956,22,12
957,21,9
958,82,11
959,24,14
960,69,12
961,64,7
962,51,11
963,44,4
964,75,11
965,2,11
966,64,3
967,23,13
968,80,13
969,38,11
970,40,14
971,13,7
972,7,2
973,77,13
974,62,11
975,47,2
976,12,11
977,80,5
978,74,1
979,84,1
980,40,13
981,96,7
982,67,9
983,94,10
984,78,14
985,37,14
986,76,3
987,12,1
988,6,13
989,79,4
990,52,5
991,97,12
992,86,6
993,84,10
994,41,11
995,23,12
996,69,10
997,33,12
998,100,6
999,41,5
1000,39,14
1001,48,9
1002,95,9
1003,13,2
1004,33,7
1005,16,14
1006,20,6
1007,9,4
1008,52,2
1009,9,11
1010,72,12
1011,43,12
1012,79,9
1013,4,11
1014,82,4
1015,59,14
1016,15,13
1017,67,3
1018,8,12
1019,88,1
1020,18,8
1021,6,8
1022,88,3
1023,41,7
1024,70,13
1025,21,7
1026,12,14
1027,70,11
1028,85,11
1029,19,12
1030,91,3
1031,58,6
1032,18,11
1033,76,3
1034,80,14
1035,94,10
1036,55,9
1037,68,6
1038,40,2
1039,24,14
1040,1,12
1041,55,12
1042,26,8
1043,31,8
1044,7,2
1045,54,1
1046,20,12
1047,85,6
1048,64,2
1049,88,4
1050,9,13
1051,51,14
1052,41,13
1053,91,8
1054,70,8
1055,99,6
1056,84,11
1057,80,11
1058,30,1
1059,42,12
1060,33,11
1061,39,9
1062,53,4
1063,49,13
1064,57,5
1065,18,4
1066,81,2
1067,85,7
1068,68,13
1069,10,7
1070,44,6
1071,42,3
1072,75,7
1073,39,12
1074,88,8
1075,26,2
1076,41,5
1077,11,14
1078,67,7
1079,5,10
1080,36,6
1081,16,13
1082,21,3
1083,6,5
1084,20,1
1085,17,10
1086,66,7
1087,48,14
1088,5,6
1089,89,11
1090,94,13
1091,25,3
1092,58,1
1093,61,12
1094,59,2
1095,22,8
1096,98,2
1097,36,3
1098,92,7
1099,1,14
1100,75,14
1101,29,14
1102,86,9
1103,79,3
1104,41,5
1105,68,6
1106,49,8
1107,57,11
1108,18,9
1109,81,11
1110,57,7
1111,70,3
1112,15,9
1113,30,9
1114,85,9
1115,67,6
1116,67,12
1117,53,8
1118,6,3
1119,81,9
1120,64,2
1121,51,10
1122,99,10
1123,67,11
1124,24,11
1125,89,11
1126,6,14
1127,35,10
1128,27,12
1129,54,5
1130,46,12
1131,63,12
1132,19,4
1133,7,1
1134,50,12
1135,8,11
1136,76,13
1137,88,13
1138,49,12
1139,73,7
1140,7,5
1141,72,9
1142,76,5
1143,57,1
1144,24,4
1145,17,11
1146,15,12
1147,77,2
1148,35,6
1149,37,8
1150,42,9
1151,41,8
1152,49,1
1153,28,1
1154,73,9
1155,76,6
1156,85,3
1157,22,5
1158,76,13
1159,43,2
1160,96,9
1161,81,13
1162,53,7
1163,47,14
1164,14,12
1165,77,1
1166,58,1
1167,75,7
1168,44,5
1169,54,11
1170,77,14
1171,97,6
1172,56,11
1173,25,1
1174,4,8
1175,98,8
1176,35,8
1177,87,1
1178,54,14
1179,76,13
1180,66,6
1181,88,4
1182,34,5
1183,19,8
1184,39,8
1185,33,8
1186,29,9
1187,75,14
1188,37,8
1189,15,11
1190,79,7
1191,83,3
1192,30,7
1193,14,6
1194,15,13
1195,72,8
1196,44,9
1197,89,3
1198,67,4
1199,30,10
1200,39,2
1201,44,6
1202,71,6
1203,22,14
1204,53,8
1205,20,9
1206,92,5
1207,86,7
1208,82,12
1209,31,12
1210,34,6
1211,31,7
1212,80,9
1213,44,8
1214,56,7
1215,39,5
1216,42,4
1217,25,2
1218,89,1
1219,100,3
1220,61,11
1221,73,8
1222,100,7
1223,45,8
1224,57,9
1225,1,10
1226,74,2
1227,88,5
1228,69,5
1229,58,7
1230,93,2
1231,9,12
1232,70,10
1233,43,5
1234,80,6
1235,81,9
1236,38,3
1237,71,14
1238,51,4
1239,39,14
1240,27,2
1241,55,6
1242,49,9
1243,44,5
1244,92,4
1245,19,10
1246,53,10
1247,8,9
1248,91,12
1249,10,5
1250,55,14
1251,49,12
1252,45,10
1253,66,8
1254,13,3
1255,39,7
1256,100,13
1257,31,13
1258,63,9
1259,48,6
1260,58,8
1261,63,11
1262,91,5
1263,4,13
1264,90,4
1265,8,12
1266,31,8
1267,86,5
1268,79,14
1269,50,2
1270,51,5
1271,74,3
1272,67,11
1273,17,8
1274,64,3
1275,55,3
1276,54,3
1277,97,7
1278,71,2
1279,66,9
1280,57,3
1281,11,6
1282,46,11
1283,56,3
1284,6,2
1285,7,3
1286,90,9
1287,9,2
1288,64,13
1289,3,7
1290,10,4
1291,39,1
1292,81,7
1293,30,7
1294,30,1
1295,23,2
1296,20,7
1297,56,10
1298,70,1
1299,12,13
1300,95,10
1301,30,9
1302,38,10
1303,38,12
1304,8,12
1305,62,2
1306,31,7
1307,50,12
1308,84,14
1309,60,4
1310,74,4
1311,84,6
1312,36,8
1313,100,13
1314,95,13
1315,84,3
1316,53,9
1317,54,11
1318,22,12
1319,41,7
1320,89,3
1321,22,5
1322,13,14
1323,14,3
1324,16,8
1325,29,3
1326,18,1
1327,43,7
1328,7,2
1329,22,14
1330,25,7
1331,13,12
1332,88,12
1333,36,10
1334,85,2
1335,97,3
1336,54,10
1337,90,2
1338,93,5
1339,25,8
1340,10,9
1341,78,12
1342,89,1
1343,5,7
1344,21,14
1345,25,3
1346,21,8
1347,82,11
1348,34,9
1349,61,5
1350,74,12
1351,18,4
1352,15,13
1353,23,3
1354,79,1
1355,61,11
1356,39,5
1357,6,12
1358,25,11
1359,29,9
1360,32,9
1361,31,6
1362,33,14
1363,86,9
1364,71,10
1365,14,12
1366,71,11
1367,51,6
1368,29,6
1369,86,9
1370,93,3
1371,12,1
1372,24,12
1373,86,11
1374,70,8
1375,62,13
1376,26,10
1377,95,2
1378,63,12
1379,23,3
1380,93,5
1381,83,14
1382,71,12
1383,40,2
1384,72,1
1385,85,12
1386,15,9
1387,57,10
1388,61,8
1389,78,10
1390,24,3
1391,69,7
1392,70,14
1393,56,8
1394,34,5
1395,19,11
1396,60,13
1397,30,4
1398,87,7
1399,23,9
1400,13,13
1401,98,9
1402,36,14
1403,49,7
1404,9,1
1405,68,13
1406,100,2
1407,60,13
1408,52,6
1409,89,10
1410,32,5
1411,89,8
1412,30,2
1413,90,12
1414,13,4
1415,50,2
1416,29,4
1417,54,7
1418,49,2
1419,42,13
1420,81,4
1421,7,7
1422,76,10
1423,95,2
1424,80,8
1425,60,10
1426,82,4
1427,5,13
1428,4,11
1429,47,9
1430,3,2
1431,9,14
1432,88,3
1433,39,6
1434,85,1
1435,60,9
1436,74,10
1437,78,1
1438,33,3
1439,84,7
1440,44,5
1441,10,12
1442,15,9
1443,82,6
1444,46,13
1445,3,14
1446,21,11
1447,58,14
1448,32,13
1449,95,7
1450,50,4
1451,97,3
1452,20,9
1453,12,11
1454,91,10
1455,61,6
1456,3,3
1457,100,8
1458,71,6
1459,67,13
1460,10,4
1461,58,4
1462,4,13
1463,46,4
1464,55,3
1465,74,5
1466,47,12
1467,80,6
1468,84,7
1469,36,8
1470,7,3
1471,27,9
1472,72,6
1473,87,2
1474,69,13
1475,49,1
1476,69,1
1477,11,5
1478,9,12
1479,62,2
1480,79,10
1481,13,11
1482,77,8
1483,9,10
1484,82,5
1485,49,9
1486,20,11
1487,30,7
1488,8,12
1489,9,13
1490,73,4
1491,50,12
1492,34,14
1493,29,4
1494,49,5
1495,5,14
1496,24,1
1497,12,6
1498,32,6
1499,28,13
1500,33,3
